run_id,status,rqvae_seed,checkpoint_tag,rqvae_epoch,gpt2_seed,tiebreak,vocab_size,sid_token_levels,sid_max_dupe_with_disambig,unique_sids,collapsed,best_epoch,gpt2_best_val_loss,epochs_done,train_time_min,checkpoint_path_recsys,run_dir,val_Recall@1,val_Recall@5,val_Recall@10,val_Recall@20,val_NDCG@1,val_NDCG@5,val_NDCG@10,val_NDCG@20,val_n_users,test_Recall@1,test_Recall@5,test_Recall@10,test_Recall@20,test_NDCG@1,test_NDCG@5,test_NDCG@10,test_NDCG@20,test_n_users,source_dir,error,rqvae_seed_sid,sid_epoch,checkpoint_path_sid,rqvae_train_loss,rqvae_val_loss,rqvae_best_val_loss,rqvae_best_epoch,n_layers,codebook_size,payload_tag,payload_epoch,rq_train_loss,rq_train_r_loss,rq_train_q_loss,rq_train_con_loss,rq_train_entropy_l0,rq_train_entropy_l1,rq_train_entropy_l2,rq_train_entropy_l3,rq_train_entropy_mean,rq_train_entropy_std,rq_train_entropy_min,rq_train_entropy_max,rq_train_entropy_sum,rq_train_sids_num_l0,rq_train_sids_num_l1,rq_train_sids_num_l2,rq_train_sids_num_l3,rq_train_sids_num_mean,rq_train_sids_num_std,rq_train_sids_num_min,rq_train_sids_num_max,rq_train_sids_num_sum,rq_val_loss,rq_val_r_loss,rq_val_q_loss,rq_val_con_loss,rq_val_entropy_l0,rq_val_entropy_l1,rq_val_entropy_l2,rq_val_entropy_l3,rq_val_entropy_mean,rq_val_entropy_std,rq_val_entropy_min,rq_val_entropy_max,rq_val_entropy_sum,rq_val_sids_num_l0,rq_val_sids_num_l1,rq_val_sids_num_l2,rq_val_sids_num_l3,rq_val_sids_num_mean,rq_val_sids_num_std,rq_val_sids_num_min,rq_val_sids_num_max,rq_val_sids_num_sum,sid_unique_total,sid_collisions,sid_max_cluster_size,sid_icr,sid_path_avg_similarity,sid_cur_total,rqvae_total_loss
rq0_best_ep103_base_only_gpt0,completed,0,best,103,0,base_only,1026.0,4.0,0.0,11579.0,522.0,40.0,1.7648429491303184,40.0,4.81,/workspace/Data_hetero/rqvae_l4_seed0_best.pt,gpt2_rqvae_base_only_final_test2000/rq0_best_ep103_base_only_gpt0,0.026,0.0815,0.1305,0.192,0.026,0.0528883358808644,0.0687480948348417,0.0842336112359538,2000.0,0.0085,0.037,0.0615,0.0975,0.0085,0.0227242553463661,0.0306267972341767,0.0396781340955896,2000.0,gpt2_rqvae_base_only_final_test2000,,0,103,C:\Users\Admin\Documents\GitHub\plum_sid_coursework/checkpoints/rqvae_longitudinal_l4/rqvae_l4_seed0_best.pt,0.2621870623393492,0.3779210746288299,0.3779210746288299,103,4,256,best,103,0.2621870623393492,0.0011491339748979,0.0008971098709893,2.601408140225844,7.207295894622803,7.908987522125244,7.88591194152832,7.917991638183594,7.73004674911499,0.3020370406303147,7.207295894622803,7.917991638183594,30.92018699645996,189.0,256.0,256.0,256.0,239.25,29.011851026778693,189.0,256.0,957.0,0.3779210746288299,0.0010972339659929,0.0012035350082442,3.756202936172485,7.039355754852295,7.489826679229736,7.472903728485107,7.352067947387695,7.338538527488708,0.1807176587533949,7.039355754852295,7.489826679229736,29.354154109954838,174.0,239.0,236.0,231.0,220.0,26.711420778386163,174.0,239.0,880.0,11579.0,522.0,17.0,0.9568630691678374,0.9835347533226012,2.6959460228681564e-06,0.0022223254923758
rq0_best_ep103_base_only_gpt1,completed,0,best,103,1,base_only,1026.0,4.0,0.0,11579.0,522.0,40.0,1.77219942483035,40.0,4.85,/workspace/Data_hetero/rqvae_l4_seed0_best.pt,gpt2_rqvae_base_only_final_test2000/rq0_best_ep103_base_only_gpt1,0.025,0.075,0.1205,0.173,0.025,0.0503753290232337,0.0650897696531515,0.0782219102067317,2000.0,0.013,0.037,0.0585,0.0925,0.013,0.0251173022943053,0.0319083802462096,0.0404668156670507,2000.0,gpt2_rqvae_base_only_final_test2000,,0,103,C:\Users\Admin\Documents\GitHub\plum_sid_coursework/checkpoints/rqvae_longitudinal_l4/rqvae_l4_seed0_best.pt,0.2621870623393492,0.3779210746288299,0.3779210746288299,103,4,256,best,103,0.2621870623393492,0.0011491339748979,0.0008971098709893,2.601408140225844,7.207295894622803,7.908987522125244,7.88591194152832,7.917991638183594,7.73004674911499,0.3020370406303147,7.207295894622803,7.917991638183594,30.92018699645996,189.0,256.0,256.0,256.0,239.25,29.011851026778693,189.0,256.0,957.0,0.3779210746288299,0.0010972339659929,0.0012035350082442,3.756202936172485,7.039355754852295,7.489826679229736,7.472903728485107,7.352067947387695,7.338538527488708,0.1807176587533949,7.039355754852295,7.489826679229736,29.354154109954838,174.0,239.0,236.0,231.0,220.0,26.711420778386163,174.0,239.0,880.0,11579.0,522.0,17.0,0.9568630691678374,0.9835347533226012,2.6959460228681564e-06,0.0022223254923758
rq0_best_ep103_base_only_gpt2,completed,0,best,103,2,base_only,1026.0,4.0,0.0,11579.0,522.0,40.0,1.7647247422825207,40.0,4.91,/workspace/Data_hetero/rqvae_l4_seed0_best.pt,gpt2_rqvae_base_only_final_test2000/rq0_best_ep103_base_only_gpt2,0.029,0.0865,0.1295,0.1945,0.029,0.0579212172625948,0.0718657560130595,0.0882129559854062,2000.0,0.0135,0.0485,0.0695,0.098,0.0135,0.0312283977232273,0.0378740123851603,0.0450050350903431,2000.0,gpt2_rqvae_base_only_final_test2000,,0,103,C:\Users\Admin\Documents\GitHub\plum_sid_coursework/checkpoints/rqvae_longitudinal_l4/rqvae_l4_seed0_best.pt,0.2621870623393492,0.3779210746288299,0.3779210746288299,103,4,256,best,103,0.2621870623393492,0.0011491339748979,0.0008971098709893,2.601408140225844,7.207295894622803,7.908987522125244,7.88591194152832,7.917991638183594,7.73004674911499,0.3020370406303147,7.207295894622803,7.917991638183594,30.92018699645996,189.0,256.0,256.0,256.0,239.25,29.011851026778693,189.0,256.0,957.0,0.3779210746288299,0.0010972339659929,0.0012035350082442,3.756202936172485,7.039355754852295,7.489826679229736,7.472903728485107,7.352067947387695,7.338538527488708,0.1807176587533949,7.039355754852295,7.489826679229736,29.354154109954838,174.0,239.0,236.0,231.0,220.0,26.711420778386163,174.0,239.0,880.0,11579.0,522.0,17.0,0.9568630691678374,0.9835347533226012,2.6959460228681564e-06,0.0022223254923758
rq1_best_ep91_base_only_gpt0,completed,1,best,91,0,base_only,1026.0,4.0,0.0,11516.0,585.0,40.0,1.765788804401051,40.0,4.96,/workspace/Data_hetero/rqvae_l4_seed1_best.pt,gpt2_rqvae_base_only_final_test2000/rq1_best_ep91_base_only_gpt0,0.029,0.0915,0.1365,0.193,0.029,0.0610154338689284,0.075373534561347,0.0895938157826723,2000.0,0.013,0.047,0.073,0.112,0.013,0.0299662674666118,0.0383593731130606,0.0481329870196993,2000.0,gpt2_rqvae_base_only_final_test2000,,1,91,C:\Users\Admin\Documents\GitHub\plum_sid_coursework/checkpoints/rqvae_longitudinal_l4/rqvae_l4_seed1_best.pt,0.2663411945104599,0.37823086977005,0.37823086977005,91,4,256,best,91,0.2663411945104599,0.0011573008219288,0.0010150327183179,2.64168859611858,7.145940780639648,7.887249946594238,7.891703128814697,7.90686559677124,7.707939863204956,0.3245517909639998,7.145940780639648,7.90686559677124,30.831759452819824,175.0,256.0,256.0,256.0,235.75,35.074028853269766,175.0,256.0,943.0,0.37823086977005,0.0011306293308734,0.0013551972806453,3.757450580596924,7.048818588256836,7.490468025207519,7.5426740646362305,7.532044410705566,7.403501272201538,0.2057033221834036,7.048818588256836,7.5426740646362305,29.614005088806152,172.0,237.0,244.0,235.0,222.0,29.06028217344078,172.0,244.0,888.0,11516.0,585.0,19.0,0.9516568878605074,0.977216899394989,2.6812776923179622e-06,0.002413878058032
rq1_best_ep91_base_only_gpt1,completed,1,best,91,1,base_only,1026.0,4.0,0.0,11516.0,585.0,40.0,1.7736741304397583,40.0,4.87,/workspace/Data_hetero/rqvae_l4_seed1_best.pt,gpt2_rqvae_base_only_final_test2000/rq1_best_ep91_base_only_gpt1,0.0235,0.08,0.1225,0.179,0.0235,0.0520646261122376,0.0656426095304078,0.0798430221440461,2000.0,0.011,0.0375,0.058,0.097,0.011,0.0239318634328733,0.0304679893051093,0.0402165635273308,2000.0,gpt2_rqvae_base_only_final_test2000,,1,91,C:\Users\Admin\Documents\GitHub\plum_sid_coursework/checkpoints/rqvae_longitudinal_l4/rqvae_l4_seed1_best.pt,0.2663411945104599,0.37823086977005,0.37823086977005,91,4,256,best,91,0.2663411945104599,0.0011573008219288,0.0010150327183179,2.64168859611858,7.145940780639648,7.887249946594238,7.891703128814697,7.90686559677124,7.707939863204956,0.3245517909639998,7.145940780639648,7.90686559677124,30.831759452819824,175.0,256.0,256.0,256.0,235.75,35.074028853269766,175.0,256.0,943.0,0.37823086977005,0.0011306293308734,0.0013551972806453,3.757450580596924,7.048818588256836,7.490468025207519,7.5426740646362305,7.532044410705566,7.403501272201538,0.2057033221834036,7.048818588256836,7.5426740646362305,29.614005088806152,172.0,237.0,244.0,235.0,222.0,29.06028217344078,172.0,244.0,888.0,11516.0,585.0,19.0,0.9516568878605074,0.977216899394989,2.6812776923179622e-06,0.002413878058032
rq1_best_ep91_base_only_gpt2,completed,1,best,91,2,base_only,1026.0,4.0,0.0,11516.0,585.0,40.0,1.7542383941737087,40.0,3.62,/workspace/Data_hetero/rqvae_l4_seed1_best.pt,gpt2_rqvae_base_only_final_test2000/rq1_best_ep91_base_only_gpt2,0.032,0.0955,0.1345,0.1855,0.032,0.0638697675337052,0.0764635663448512,0.0895120766375124,2000.0,0.0145,0.048,0.0775,0.1155,0.0145,0.0310251763009893,0.0404141015153622,0.0499462174890059,2000.0,gpt2_rqvae_base_only_final_test2000,,1,91,C:\Users\Admin\Documents\GitHub\plum_sid_coursework/checkpoints/rqvae_longitudinal_l4/rqvae_l4_seed1_best.pt,0.2663411945104599,0.37823086977005,0.37823086977005,91,4,256,best,91,0.2663411945104599,0.0011573008219288,0.0010150327183179,2.64168859611858,7.145940780639648,7.887249946594238,7.891703128814697,7.90686559677124,7.707939863204956,0.3245517909639998,7.145940780639648,7.90686559677124,30.831759452819824,175.0,256.0,256.0,256.0,235.75,35.074028853269766,175.0,256.0,943.0,0.37823086977005,0.0011306293308734,0.0013551972806453,3.757450580596924,7.048818588256836,7.490468025207519,7.5426740646362305,7.532044410705566,7.403501272201538,0.2057033221834036,7.048818588256836,7.5426740646362305,29.614005088806152,172.0,237.0,244.0,235.0,222.0,29.06028217344078,172.0,244.0,888.0,11516.0,585.0,19.0,0.9516568878605074,0.977216899394989,2.6812776923179622e-06,0.002413878058032
rq2_best_ep86_base_only_gpt0,completed,2,best,86,0,base_only,1026.0,4.0,0.0,11315.0,786.0,40.0,1.7668215740810742,40.0,3.9,/workspace/Data_hetero/rqvae_l4_seed2_best.pt,gpt2_rqvae_base_only_final_test2000/rq2_best_ep86_base_only_gpt0,0.024,0.0775,0.123,0.1775,0.024,0.0501451626727452,0.0647570409134281,0.0783669996117646,2000.0,0.009,0.0395,0.062,0.092,0.009,0.0245251766385583,0.0318530687597927,0.0393770943217892,2000.0,gpt2_rqvae_base_only_final_test2000,,2,86,C:\Users\Admin\Documents\GitHub\plum_sid_coursework/checkpoints/rqvae_longitudinal_l4/rqvae_l4_seed2_best.pt,0.2718249688094312,0.3858888149261474,0.3858888149261474,86,4,256,best,86,0.2718249688094312,0.0012651440444063,0.0010908930562436,2.694689214229584,6.355825424194336,7.893074035644531,7.849274158477783,7.9116668701171875,7.5024601221084595,0.6623972558720409,6.355825424194336,7.9116668701171875,30.00984048843384,99.0,256.0,256.0,256.0,216.75,67.98299419707844,99.0,256.0,867.0,0.3858888149261474,0.0011590362992137,0.0015581604093313,3.831716060638428,6.2497735023498535,7.484471321105957,7.446333885192871,7.404326438903809,7.146226286888123,0.5183429263311609,6.2497735023498535,7.484471321105957,28.58490514755249,98.0,239.0,238.0,238.0,203.25,60.76748719504535,98.0,239.0,813.0,11315.0,786.0,14.0,0.9350466903561688,0.9753886461257936,2.634478732943535e-06,0.0026366665114252
rq2_best_ep86_base_only_gpt1,completed,2,best,86,1,base_only,1026.0,4.0,0.0,11315.0,786.0,40.0,1.7660499865358523,40.0,4.92,/workspace/Data_hetero/rqvae_l4_seed2_best.pt,gpt2_rqvae_base_only_final_test2000/rq2_best_ep86_base_only_gpt1,0.024,0.0765,0.1165,0.1655,0.024,0.050175153917719,0.062924069799516,0.0753058297976347,2000.0,0.0085,0.0385,0.0685,0.104,0.0085,0.0235577735334304,0.0332131150920049,0.0422049314011542,2000.0,gpt2_rqvae_base_only_final_test2000,,2,86,C:\Users\Admin\Documents\GitHub\plum_sid_coursework/checkpoints/rqvae_longitudinal_l4/rqvae_l4_seed2_best.pt,0.2718249688094312,0.3858888149261474,0.3858888149261474,86,4,256,best,86,0.2718249688094312,0.0012651440444063,0.0010908930562436,2.694689214229584,6.355825424194336,7.893074035644531,7.849274158477783,7.9116668701171875,7.5024601221084595,0.6623972558720409,6.355825424194336,7.9116668701171875,30.00984048843384,99.0,256.0,256.0,256.0,216.75,67.98299419707844,99.0,256.0,867.0,0.3858888149261474,0.0011590362992137,0.0015581604093313,3.831716060638428,6.2497735023498535,7.484471321105957,7.446333885192871,7.404326438903809,7.146226286888123,0.5183429263311609,6.2497735023498535,7.484471321105957,28.58490514755249,98.0,239.0,238.0,238.0,203.25,60.76748719504535,98.0,239.0,813.0,11315.0,786.0,14.0,0.9350466903561688,0.9753886461257936,2.634478732943535e-06,0.0026366665114252
rq2_best_ep86_base_only_gpt2,completed,2,best,86,2,base_only,1026.0,4.0,0.0,11315.0,786.0,40.0,1.7659868489612232,40.0,4.94,/workspace/Data_hetero/rqvae_l4_seed2_best.pt,gpt2_rqvae_base_only_final_test2000/rq2_best_ep86_base_only_gpt2,0.027,0.089,0.133,0.1775,0.027,0.0575017668853501,0.0718794083097253,0.0831108484249677,2000.0,0.0105,0.04,0.0645,0.107,0.0105,0.0249763198348883,0.0328925106929201,0.0436413790510591,2000.0,gpt2_rqvae_base_only_final_test2000,,2,86,C:\Users\Admin\Documents\GitHub\plum_sid_coursework/checkpoints/rqvae_longitudinal_l4/rqvae_l4_seed2_best.pt,0.2718249688094312,0.3858888149261474,0.3858888149261474,86,4,256,best,86,0.2718249688094312,0.0012651440444063,0.0010908930562436,2.694689214229584,6.355825424194336,7.893074035644531,7.849274158477783,7.9116668701171875,7.5024601221084595,0.6623972558720409,6.355825424194336,7.9116668701171875,30.00984048843384,99.0,256.0,256.0,256.0,216.75,67.98299419707844,99.0,256.0,867.0,0.3858888149261474,0.0011590362992137,0.0015581604093313,3.831716060638428,6.2497735023498535,7.484471321105957,7.446333885192871,7.404326438903809,7.146226286888123,0.5183429263311609,6.2497735023498535,7.484471321105957,28.58490514755249,98.0,239.0,238.0,238.0,203.25,60.76748719504535,98.0,239.0,813.0,11315.0,786.0,14.0,0.9350466903561688,0.9753886461257936,2.634478732943535e-06,0.0026366665114252
rq0_final_ep123_base_only_gpt0,completed,0,final,123,0,base_only,1026.0,4.0,0.0,11549.0,552.0,40.0,1.7692309617996216,40.0,4.93,/workspace/Data_hetero/rqvae_l4_seed0_final_epoch123.pt,gpt2_rqvae_base_only_final_test2000/rq0_final_ep123_base_only_gpt0,0.023,0.0905,0.1315,0.1905,0.023,0.0575071752397015,0.0707238742235868,0.0856036803372046,2000.0,0.012,0.0405,0.063,0.1035,0.012,0.0266086948256226,0.0337932886995313,0.0440433284450208,2000.0,gpt2_rqvae_base_only_final_test2000,,0,123,C:\Users\Admin\Documents\GitHub\plum_sid_coursework/checkpoints/rqvae_longitudinal_l4/rqvae_l4_seed0_final_epoch123.pt,0.2569916546344757,0.3940248191356659,0.3779210746288299,103,4,256,final,123,0.2569916546344757,0.0011029564934274,0.0009623257025271,2.549263672395186,7.287461757659912,7.887316703796387,7.870784282684326,7.912321090698242,7.739470958709717,0.261386227332097,7.287461757659912,7.912321090698242,30.957883834838867,200.0,256.0,256.0,256.0,242.0,24.24871130596428,200.0,256.0,968.0,0.3940248191356659,0.0011171080404892,0.0011350093409419,3.917726755142212,7.098540306091309,7.458889484405518,7.400403022766113,7.575559139251709,7.383347988128662,0.1761092943528023,7.098540306091309,7.575559139251709,29.53339195251465,182.0,237.0,241.0,239.0,224.75,24.722206616724165,182.0,241.0,899.0,11549.0,552.0,22.0,0.954383935211966,0.9806492924690248,2.6889611035585403e-06,0.0021596606835637
